STATE|STATEFP|PLACEFP|PLACENAME|TYPE|FUNCSTAT|COUNTY

MN|27|67432|Waconia city|Incorporated Place|A|Carver County

MN|27|67504|Wadena city|Incorporated Place|A|Otter Tail County, Wadena County

MN|27|67558|Wahkon city|Incorporated Place|A|Mille Lacs County

MN|27|67612|Waite Park city|Incorporated Place|A|Stearns County

MN|27|67756|Waldorf city|Incorporated Place|A|Waseca County

MN|27|67792|Walker city|Incorporated Place|A|Cass County

MN|27|67846|Walnut Grove city|Incorporated Place|A|Redwood County

MN|27|67900|Walters city|Incorporated Place|A|Faribault County

MN|27|67918|Waltham city|Incorporated Place|A|Mower County

MN|27|67972|Wanamingo city|Incorporated Place|A|Goodhue County

MN|27|68008|Wanda city|Incorporated Place|A|Redwood County

MN|27|68080|Warba city|Incorporated Place|A|Itasca County

MN|27|68170|Warren city|Incorporated Place|A|Marshall County

MN|27|68224|Warroad city|Incorporated Place|A|Roseau County

MN|27|68296|Waseca city|Incorporated Place|A|Waseca County

MN|27|68548|Watertown city|Incorporated Place|A|Carver County

MN|27|68584|Waterville city|Incorporated Place|A|Le Sueur County

MN|27|68620|Watkins city|Incorporated Place|A|Meeker County

MN|27|68656|Watson city|Incorporated Place|A|Chippewa County

MN|27|68674|Waubun city|Incorporated Place|A|Mahnomen County

MN|27|68764|Waverly city|Incorporated Place|A|Wright County

MN|27|68818|Wayzata city|Incorporated Place|A|Hennepin County

MN|27|69070|Welcome city|Incorporated Place|A|Martin County

MN|27|69106|Wells city|Incorporated Place|A|Faribault County

MN|27|69142|Wendell city|Incorporated Place|A|Grant County

MN|27|69250|Westbrook city|Incorporated Place|A|Cottonwood County

MN|27|69304|West Concord city|Incorporated Place|A|Dodge County

MN|27|69628|Westport city|Incorporated Place|A|Pope County

MN|27|69700|West St. Paul city|Incorporated Place|A|Dakota County

MN|27|69736|West Union city|Incorporated Place|A|Todd County

MN|27|69808|Whalan city|Incorporated Place|A|Fillmore County

MN|27|69844|Wheaton city|Incorporated Place|A|Traverse County

MN|27|69970|White Bear Lake city|Incorporated Place|A|Ramsey County, Washington County

MN|27|70258|Wilder city|Incorporated Place|A|Jackson County

MN|27|70366|Willernie city|Incorporated Place|A|Washington County

MN|27|70402|Williams city|Incorporated Place|A|Lake of the Woods County

MN|27|70420|Willmar city|Incorporated Place|A|Kandiyohi County

MN|27|70492|Willow River city|Incorporated Place|A|Pine County

MN|27|70582|Wilmont city|Incorporated Place|A|Nobles County

MN|27|70708|Wilton city|Incorporated Place|A|Beltrami County

MN|27|70798|Windom city|Incorporated Place|A|Cottonwood County

MN|27|70870|Winger city|Incorporated Place|A|Polk County

MN|27|70924|Winnebago city|Incorporated Place|A|Faribault County

MN|27|71032|Winona city|Incorporated Place|A|Winona County

MN|27|71086|Winsted city|Incorporated Place|A|McLeod County

MN|27|71122|Winthrop city|Incorporated Place|A|Sibley County

MN|27|71140|Winton city|Incorporated Place|A|St. Louis County

MN|27|71338|Wolf Lake city|Incorporated Place|A|Becker County

MN|27|71392|Wolverton city|Incorporated Place|A|Wilkin County

MN|27|71428|Woodbury city|Incorporated Place|A|Washington County

MN|27|71446|Wood Lake city|Incorporated Place|A|Yellow Medicine County

MN|27|71500|Woodland city|Incorporated Place|A|Hennepin County

MN|27|71680|Woodstock city|Incorporated Place|A|Pipestone County

MN|27|71734|Worthington city|Incorporated Place|A|Nobles County

MN|27|71788|Wrenshall city|Incorporated Place|A|Carlton County

MN|27|71824|Wright city|Incorporated Place|A|Carlton County

MN|27|71950|Wykoff city|Incorporated Place|A|Fillmore County

MN|27|72022|Wyoming city|Incorporated Place|A|Chisago County

MN|27|72184|Zemple city|Incorporated Place|A|Itasca County

MN|27|72238|Zimmerman city|Incorporated Place|A|Sherburne County

MN|27|72310|Zumbro Falls city|Incorporated Place|A|Wabasha County

MN|27|72328|Zumbrota city|Incorporated Place|A|Goodhue County

MS|28|00100|Abbeville town|Incorporated Place|A|Lafayette County

MS|28|00180|Aberdeen city|Incorporated Place|A|Monroe County

MS|28|00300|Ackerman town|Incorporated Place|A|Choctaw County

MS|28|00820|Algoma town|Incorporated Place|A|Pontotoc County

MS|28|00940|Alligator town|Incorporated Place|A|Bolivar County

MS|28|01260|Amory city|Incorporated Place|A|Monroe County

MS|28|01500|Anguilla town|Incorporated Place|A|Sharkey County

MS|28|01820|Arcola town|Incorporated Place|A|Washington County

MS|28|02100|Artesia town|Incorporated Place|A|Lowndes County

MS|28|02140|Ashland town|Incorporated Place|A|Benton County

MS|28|02700|Baldwyn city|Incorporated Place|A|Lee County, Prentiss County

MS|28|03580|Bassfield town|Incorporated Place|A|Jefferson Davis County

MS|28|03620|Batesville city|Incorporated Place|A|Panola County

MS|28|03980|Bay St. Louis city|Incorporated Place|A|Hancock County

MS|28|04060|Bay Springs city|Incorporated Place|A|Jasper County

MS|28|04500|Beaumont town|Incorporated Place|A|Perry County

MS|28|04540|Beauregard village|Incorporated Place|A|Copiah County

MS|28|05100|Belmont town|Incorporated Place|A|Tishomingo County

MS|28|05140|Belzoni city|Incorporated Place|A|Humphreys County

MS|28|05220|Benoit town|Incorporated Place|A|Bolivar County

MS|28|05380|Bentonia town|Incorporated Place|A|Yazoo County

MS|28|05820|Beulah town|Incorporated Place|A|Bolivar County

MS|28|06060|Big Creek village|Incorporated Place|A|Calhoun County

MS|28|06220|Biloxi city|Incorporated Place|A|Harrison County

MS|28|07060|Blue Mountain town|Incorporated Place|A|Tippah County

MS|28|07100|Blue Springs village|Incorporated Place|A|Union County

MS|28|07540|Bolton town|Incorporated Place|A|Hinds County

MS|28|07780|Booneville city|Incorporated Place|A|Prentiss County

MS|28|08180|Boyle town|Incorporated Place|A|Bolivar County

MS|28|08300|Brandon city|Incorporated Place|A|Rankin County

MS|28|08460|Braxton village|Incorporated Place|A|Simpson County

MS|28|08820|Brookhaven city|Incorporated Place|A|Lincoln County

MS|28|08980|Brooksville town|Incorporated Place|A|Noxubee County

MS|28|09180|Bruce town|Incorporated Place|A|Calhoun County

MS|28|09460|Bude town|Incorporated Place|A|Franklin County

MS|28|09820|Burnsville town|Incorporated Place|A|Tishomingo County

MS|28|10060|Byhalia town|Incorporated Place|A|Marshall County

MS|28|10140|Byram city|Incorporated Place|A|Hinds County

MS|28|10460|Caledonia town|Incorporated Place|A|Lowndes County

MS|28|10580|Calhoun City town|Incorporated Place|A|Calhoun County

MS|28|11100|Canton city|Incorporated Place|A|Madison County

MS|28|11580|Carrollton town|Incorporated Place|A|Carroll County

MS|28|11780|Carthage city|Incorporated Place|A|Leake County

MS|28|11820|Cary town|Incorporated Place|A|Sharkey County

MS|28|12740|Centreville town|Incorporated Place|A|Amite County, Wilkinson County

MS|28|12900|Charleston city|Incorporated Place|A|Tallahatchie County

MS|28|13580|Chunky town|Incorporated Place|A|Newton County

MS|28|13820|Clarksdale city|Incorporated Place|A|Coahoma County

MS|28|14260|Cleveland city|Incorporated Place|A|Bolivar County

MS|28|14420|Clinton city|Incorporated Place|A|Hinds County

MS|28|14580|Coahoma town|Incorporated Place|A|Coahoma County

MS|28|14740|Coffeeville town|Incorporated Place|A|Yalobusha County

MS|28|14900|Coldwater town|Incorporated Place|A|Tate County

MS|28|15140|Collins city|Incorporated Place|A|Covington County

MS|28|15340|Columbia city|Incorporated Place|A|Marion County

MS|28|15380|Columbus city|Incorporated Place|A|Lowndes County

MS|28|15500|Como town|Incorporated Place|A|Panola County

MS|28|15700|Corinth city|Incorporated Place|A|Alcorn County

MS|28|15980|Courtland town|Incorporated Place|A|Panola County

MS|28|16420|Crawford town|Incorporated Place|A|Lowndes County

MS|28|16460|Crenshaw town|Incorporated Place|A|Panola County, Quitman County

MS|28|16620|Crosby town|Incorporated Place|A|Amite County, Wilkinson County

MS|28|16940|Crowder town|Incorporated Place|A|Panola County, Quitman County

MS|28|16980|Cruger town|Incorporated Place|A|Holmes County

MS|28|17060|Crystal Springs city|Incorporated Place|A|Copiah County

MS|28|18180|Decatur town|Incorporated Place|A|Newton County

MS|28|18340|De Kalb town|Incorporated Place|A|Kemper County

MS|28|18940|Derma town|Incorporated Place|A|Calhoun County

MS|28|19180|D'Iberville city|Incorporated Place|A|Harrison County

MS|28|19340|D'Lo town|Incorporated Place|A|Simpson County

MS|28|19420|Doddsville town|Incorporated Place|A|Sunflower County

MS|28|20020|Drew city|Incorporated Place|A|Sunflower County

MS|28|20260|Duck Hill town|Incorporated Place|A|Montgomery County

MS|28|20340|Dumas town|Incorporated Place|A|Tippah County

MS|28|20380|Duncan town|Incorporated Place|A|Bolivar County

MS|28|20500|Durant city|Incorporated Place|A|Holmes County

MS|28|21340|Ecru town|Incorporated Place|A|Pontotoc County

MS|28|21420|Eden village|Incorporated Place|A|Yazoo County

MS|28|21580|Edwards town|Incorporated Place|A|Hinds County

MS|28|22020|Ellisville city|Incorporated Place|A|Jones County

MS|28|22580|Enterprise town|Incorporated Place|A|Clarke County

MS|28|23220|Ethel town|Incorporated Place|A|Attala County

MS|28|23420|Eupora city|Incorporated Place|A|Webster County

MS|28|24180|Falcon town|Incorporated Place|A|Quitman County

MS|28|24220|Falkner town|Incorporated Place|A|Tippah County

MS|28|24420|Farmington town|Incorporated Place|A|Alcorn County

MS|28|24500|Fayette city|Incorporated Place|A|Jefferson County

MS|28|24940|Flora town|Incorporated Place|A|Madison County

MS|28|24980|Florence town|Incorporated Place|A|Rankin County

MS|28|25100|Flowood city|Incorporated Place|A|Rankin County

MS|28|25340|Forest city|Incorporated Place|A|Scott County

MS|28|26020|French Camp town|Incorporated Place|A|Choctaw County

MS|28|26060|Friars Point town|Incorporated Place|A|Coahoma County

MS|28|26300|Fulton city|Incorporated Place|A|Itawamba County

MS|28|26780|Gattman village|Incorporated Place|A|Monroe County

MS|28|26860|Gautier city|Incorporated Place|A|Jackson County

MS|28|26980|Georgetown town|Incorporated Place|A|Copiah County

MS|28|27540|Glen town|Incorporated Place|A|Alcorn County

MS|28|27660|Glendora village|Incorporated Place|A|Tallahatchie County

MS|28|27820|Gloster town|Incorporated Place|A|Amite County

MS|28|27940|Golden town|Incorporated Place|A|Tishomingo County

MS|28|28220|Goodman town|Incorporated Place|A|Holmes County

MS|28|29180|Greenville city|Incorporated Place|A|Washington County

MS|28|29340|Greenwood city|Incorporated Place|A|Leflore County

MS|28|29460|Grenada city|Incorporated Place|A|Grenada County

MS|28|29700|Gulfport city|Incorporated Place|A|Harrison County

MS|28|29900|Gunnison town|Incorporated Place|A|Bolivar County

MS|28|29940|Guntown town|Incorporated Place|A|Lee County

MS|28|30980|Hatley town|Incorporated Place|A|Monroe County

MS|28|31020|Hattiesburg city|Incorporated Place|A|Forrest County, Lamar County

MS|28|31220|Hazlehurst city|Incorporated Place|A|Copiah County

MS|28|31420|Heidelberg town|Incorporated Place|A|Jasper County

MS|28|31780|Hernando city|Incorporated Place|A|DeSoto County

MS|28|31980|Hickory town|Incorporated Place|A|Newton County

MS|28|32020|Hickory Flat town|Incorporated Place|A|Benton County

MS|28|32900|Hollandale city|Incorporated Place|A|Washington County

MS|28|33100|Holly Springs city|Incorporated Place|A|Marshall County

MS|28|33700|Horn Lake city|Incorporated Place|A|DeSoto County

MS|28|33900|Houston city|Incorporated Place|A|Chickasaw County

MS|28|34740|Indianola city|Incorporated Place|A|Sunflower County

MS|28|35020|Inverness town|Incorporated Place|A|Sunflower County

MS|28|35220|Isola town|Incorporated Place|A|Humphreys County

MS|28|35260|Itta Bena city|Incorporated Place|A|Leflore County

MS|28|35300|Iuka city|Incorporated Place|A|Tishomingo County

MS|28|36000|Jackson city|Incorporated Place|A|Hinds County, Madison County, Rankin County

MS|28|36800|Jonestown town|Incorporated Place|A|Coahoma County

MS|28|37040|Jumpertown town|Incorporated Place|A|Prentiss County

MS|28|37560|Kilmichael town|Incorporated Place|A|Montgomery County

MS|28|38320|Kosciusko city|Incorporated Place|A|Attala County

MS|28|38360|Kossuth village|Incorporated Place|A|Alcorn County

MS|28|38600|Lake town|Incorporated Place|A|Newton County, Scott County

MS|28|39080|Lambert town|Incorporated Place|A|Quitman County

MS|28|39640|Laurel city|Incorporated Place|A|Jones County

MS|28|39840|Leakesville town|Incorporated Place|A|Greene County

MS|28|39880|Learned town|Incorporated Place|A|Hinds County

MS|28|40280|Leland city|Incorporated Place|A|Washington County

MS|28|40360|Lena town|Incorporated Place|A|Leake County

MS|28|40600|Lexington city|Incorporated Place|A|Holmes County

MS|28|40640|Liberty town|Incorporated Place|A|Amite County

MS|28|41680|Long Beach city|Incorporated Place|A|Harrison County

MS|28|42200|Louin town|Incorporated Place|A|Jasper County

MS|28|42240|Louise town|Incorporated Place|A|Humphreys County

MS|28|42280|Louisville city|Incorporated Place|A|Winston County

MS|28|42440|Lucedale city|Incorporated Place|A|George County

MS|28|42600|Lula town|Incorporated Place|A|Coahoma County

MS|28|42640|Lumberton city|Incorporated Place|A|Lamar County, Pearl River County

MS|28|42960|Lyon town|Incorporated Place|A|Coahoma County

MS|28|42980|Maben town|Incorporated Place|A|Oktibbeha County, Webster County

MS|28|43280|McComb city|Incorporated Place|A|Pike County

MS|28|43400|McCool town|Incorporated Place|A|Attala County

MS|28|43840|McLain town|Incorporated Place|A|Greene County

MS|28|44240|Macon city|Incorporated Place|A|Noxubee County

MS|28|44520|Madison city|Incorporated Place|A|Madison County

MS|28|44600|Magee city|Incorporated Place|A|Simpson County

MS|28|44680|Magnolia city|Incorporated Place|A|Pike County

MS|28|44920|Mantachie town|Incorporated Place|A|Itawamba County

MS|28|44960|Mantee village|Incorporated Place|A|Webster County

MS|28|45120|Marietta town|Incorporated Place|A|Prentiss County

MS|28|45160|Marion town|Incorporated Place|A|Lauderdale County

MS|28|45240|Marks city|Incorporated Place|A|Quitman County

MS|28|45720|Mathiston town|Incorporated Place|A|Choctaw County, Webster County

MS|28|46000|Mayersville town|Incorporated Place|A|Issaquena County

MS|28|46200|Meadville town|Incorporated Place|A|Franklin County

MS|28|46600|Mendenhall city|Incorporated Place|A|Simpson County

MS|28|46640|Meridian city|Incorporated Place|A|Lauderdale County

MS|28|46720|Merigold town|Incorporated Place|A|Bolivar County

MS|28|46880|Metcalfe town|Incorporated Place|A|Washington County

MS|28|48240|Mize town|Incorporated Place|A|Smith County

MS|28|48560|Monticello town|Incorporated Place|A|Lawrence County

MS|28|48640|Montrose town|Incorporated Place|A|Jasper County

MS|28|48760|Moorhead city|Incorporated Place|A|Sunflower County

MS|28|48800|Morgan City town|Incorporated Place|A|Leflore County

MS|28|49080|Morton city|Incorporated Place|A|Scott County

MS|28|49240|Moss Point city|Incorporated Place|A|Jackson County

MS|28|49320|Mound Bayou city|Incorporated Place|A|Bolivar County

MS|28|49520|Mount Olive town|Incorporated Place|A|Covington County

MS|28|50280|Myrtle town|Incorporated Place|A|Union County

MS|28|50440|Natchez city|Incorporated Place|A|Adams County

MS|28|50880|Nettleton city|Incorporated Place|A|Lee County, Monroe County

MS|28|51000|New Albany city|Incorporated Place|A|Union County

MS|28|51040|New Augusta town|Incorporated Place|A|Perry County

MS|28|51360|New Hebron town|Incorporated Place|A|Lawrence County

MS|28|51420|New Houlka town|Incorporated Place|A|Chickasaw County

MS|28|51720|Newton city|Incorporated Place|A|Newton County

MS|28|52400|North Carrollton town|Incorporated Place|A|Carroll County

MS|28|52880|Noxapater town|Incorporated Place|A|Winston County

MS|28|53200|Oakland town|Incorporated Place|A|Yalobusha County

MS|28|53520|Ocean Springs city|Incorporated Place|A|Jackson County

MS|28|53680|Okolona city|Incorporated Place|A|Chickasaw County

MS|28|54040|Olive Branch city|Incorporated Place|A|DeSoto County

MS|28|54640|Osyka town|Incorporated Place|A|Pike County

MS|28|54840|Oxford city|Incorporated Place|A|Lafayette County

MS|28|54920|Pace town|Incorporated Place|A|Bolivar County

MS|28|54960|Pachuta town|Incorporated Place|A|Clarke County

MS|28|55000|Paden village|Incorporated Place|A|Tishomingo County

MS|28|55360|Pascagoula city|Incorporated Place|A|Jackson County

MS|28|55400|Pass Christian city|Incorporated Place|A|Harrison County

MS|28|55760|Pearl city|Incorporated Place|A|Rankin County

MS|28|56200|Pelahatchie town|Incorporated Place|A|Rankin County

MS|28|56800|Petal city|Incorporated Place|A|Forrest County

MS|28|56960|Philadelphia city|Incorporated Place|A|Neshoba County

MS|28|57160|Picayune city|Incorporated Place|A|Pearl River County

MS|28|57200|Pickens town|Incorporated Place|A|Holmes County

MS|28|58360|Pittsboro village|Incorporated Place|A|Calhoun County

MS|28|58440|Plantersville town|Incorporated Place|A|Lee County

MS|28|58960|Polkville town|Incorporated Place|A|Smith County

MS|28|59160|Pontotoc city|Incorporated Place|A|Pontotoc County

MS|28|59240|Pope village|Incorporated Place|A|Panola County

MS|28|59480|Poplarville city|Incorporated Place|A|Pearl River County

MS|28|59560|Port Gibson city|Incorporated Place|A|Claiborne County

MS|28|59720|Potts Camp town|Incorporated Place|A|Marshall County

MS|28|59920|Prentiss town|Incorporated Place|A|Jefferson Davis County

MS|28|60360|Puckett village|Incorporated Place|A|Rankin County

MS|28|60480|Purvis city|Incorporated Place|A|Lamar County

MS|28|60720|Quitman city|Incorporated Place|A|Clarke County

MS|28|60840|Raleigh town|Incorporated Place|A|Smith County

MS|28|61160|Raymond city|Incorporated Place|A|Hinds County

MS|28|61890|Renova town|Incorporated Place|A|Bolivar County

MS|28|62400|Richland city|Incorporated Place|A|Rankin County

MS|28|62480|Richton town|Incorporated Place|A|Perry County

MS|28|62520|Ridgeland city|Incorporated Place|A|Madison County

MS|28|62560|Rienzi town|Incorporated Place|A|Alcorn County

MS|28|62600|Ripley city|Incorporated Place|A|Tippah County

MS|28|63560|Rolling Fork city|Incorporated Place|A|Sharkey County

MS|28|63720|Rosedale city|Incorporated Place|A|Bolivar County

MS|28|64080|Roxie town|Incorporated Place|A|Franklin County

MS|28|64200|Ruleville city|Incorporated Place|A|Sunflower County

MS|28|64800|Sallis town|Incorporated Place|A|Attala County

MS|28|64840|Saltillo city|Incorporated Place|A|Lee County

MS|28|64920|Sandersville town|Incorporated Place|A|Jones County

MS|28|65560|Sardis town|Incorporated Place|A|Panola County

MS|28|65680|Satartia village|Incorporated Place|A|Yazoo County

MS|28|66080|Schlater town|Incorporated Place|A|Leflore County

MS|28|66160|Scooba town|Incorporated Place|A|Kemper County

MS|28|66280|Sebastopol town|Incorporated Place|A|Leake County, Scott County

MS|28|66400|Seminary town|Incorporated Place|A|Covington County

MS|28|66440|Senatobia city|Incorporated Place|A|Tate County

MS|28|66720|Shannon town|Incorporated Place|A|Lee County

MS|28|67000|Shaw city|Incorporated Place|A|Bolivar County, Sunflower County

MS|28|67040|Shelby city|Incorporated Place|A|Bolivar County

MS|28|67200|Sherman town|Incorporated Place|A|Lee County, Pontotoc County, Union County

MS|28|67520|Shubuta town|Incorporated Place|A|Clarke County

MS|28|67640|Shuqualak town|Incorporated Place|A|Noxubee County

MS|28|67840|Sidon town|Incorporated Place|A|Leflore County

MS|28|67920|Silver City town|Incorporated Place|A|Humphreys County

MS|28|67960|Silver Creek town|Incorporated Place|A|Lawrence County

MS|28|68320|Slate Springs village|Incorporated Place|A|Calhoun County

MS|28|68400|Sledge town|Incorporated Place|A|Quitman County

MS|28|68720|Smithville town|Incorporated Place|A|Monroe County

MS|28|68960|Snow Lake Shores town|Incorporated Place|A|Benton County

MS|28|69160|Soso town|Incorporated Place|A|Jones County

MS|28|69280|Southaven city|Incorporated Place|A|DeSoto County

MS|28|70240|Starkville city|Incorporated Place|A|Oktibbeha County

MS|28|70320|State Line town|Incorporated Place|A|Greene County, Wayne County

MS|28|70760|Stonewall town|Incorporated Place|A|Clarke County

MS|28|71320|Sturgis town|Incorporated Place|A|Oktibbeha County

MS|28|71480|Summit town|Incorporated Place|A|Pike County

MS|28|71520|Sumner town|Incorporated Place|A|Tallahatchie County

MS|28|71560|Sumrall town|Incorporated Place|A|Lamar County

MS|28|71600|Sunflower town|Incorporated Place|A|Sunflower County

MS|28|72040|Sylvarena village|Incorporated Place|A|Smith County

MS|28|72360|Taylor village|Incorporated Place|A|Lafayette County

MS|28|72400|Taylorsville town|Incorporated Place|A|Smith County

MS|28|72440|Tchula town|Incorporated Place|A|Holmes County

MS|28|72680|Terry town|Incorporated Place|A|Hinds County

MS|28|72760|Thaxton town|Incorporated Place|A|Pontotoc County

MS|28|73440|Tillatoba town|Incorporated Place|I|Yalobusha County

MS|28|73720|Tishomingo town|Incorporated Place|A|Tishomingo County

MS|28|73760|Toccopola town|Incorporated Place|A|Pontotoc County

MS|28|74400|Tremont town|Incorporated Place|A|Itawamba County

MS|28|74760|Tunica town|Incorporated Place|A|Tunica County

MS|28|74840|Tupelo city|Incorporated Place|A|Lee County

MS|28|75040|Tutwiler town|Incorporated Place|A|Tallahatchie County

MS|28|75160|Tylertown town|Incorporated Place|A|Walthall County

MS|28|75360|Union town|Incorporated Place|A|Neshoba County, Newton County

MS|28|75760|Utica town|Incorporated Place|A|Hinds County

MS|28|75880|Vaiden town|Incorporated Place|A|Carroll County

MS|28|76320|Vardaman town|Incorporated Place|A|Calhoun County

MS|28|76560|Verona city|Incorporated Place|A|Lee County

MS|28|76720|Vicksburg city|Incorporated Place|A|Warren County

MS|28|77400|Walls town|Incorporated Place|A|DeSoto County

MS|28|77480|Walnut town|Incorporated Place|A|Tippah County

MS|28|77520|Walnut Grove town|Incorporated Place|A|Leake County

MS|28|77640|Walthall village|Incorporated Place|A|Webster County

MS|28|78000|Water Valley city|Incorporated Place|A|Yalobusha County

MS|28|78200|Waveland city|Incorporated Place|A|Hancock County

MS|28|78360|Waynesboro city|Incorporated Place|A|Wayne County

MS|28|78480|Webb town|Incorporated Place|A|Tallahatchie County

MS|28|78520|Weir town|Incorporated Place|A|Choctaw County

MS|28|78640|Wesson town|Incorporated Place|A|Copiah County, Lincoln County

MS|28|78680|West town|Incorporated Place|A|Holmes County

MS|28|79120|West Point city|Incorporated Place|A|Clay County

MS|28|80160|Wiggins city|Incorporated Place|A|Stone County

MS|28|80760|Winona city|Incorporated Place|A|Montgomery County

MS|28|80800|Winstonville town|Incorporated Place|A|Bolivar County

MS|28|81000|Woodland village|Incorporated Place|A|Chickasaw County

MS|28|81120|Woodville town|Incorporated Place|A|Wilkinson County

MS|28|81520|Yazoo City city|Incorporated Place|A|Yazoo County

MO|29|00244|Adrian city|Incorporated Place|A|Bates County

MO|29|00262|Advance city|Incorporated Place|A|Stoddard County

MO|29|00298|Agency village|Incorporated Place|A|Buchanan County

MO|29|00424|Airport Drive village|Incorporated Place|A|Jasper County

MO|29|00496|Alba city|Incorporated Place|A|Jasper County

MO|29|00514|Albany city|Incorporated Place|A|Gentry County

MO|29|00568|Aldrich village|Incorporated Place|A|Polk County

MO|29|00604|Alexandria city|Incorporated Place|A|Clark County

MO|29|00712|Allendale village|Incorporated Place|A|Worth County

MO|29|00748|Allenville village|Incorporated Place|A|Cape Girardeau County

MO|29|00802|Alma city|Incorporated Place|A|Lafayette County

MO|29|00910|Altamont village|Incorporated Place|A|Daviess County

MO|29|00928|Altenburg city|Incorporated Place|A|Perry County

MO|29|00964|Alton city|Incorporated Place|A|Oregon County

MO|29|01018|Amazonia village|Incorporated Place|A|Andrew County

MO|29|01054|Amity town|Incorporated Place|A|DeKalb County

MO|29|01072|Amoret city|Incorporated Place|A|Bates County

MO|29|01090|Amsterdam city|Incorporated Place|A|Bates County

MO|29|01198|Anderson city|Incorporated Place|A|McDonald County

MO|29|01252|Annada village|Incorporated Place|A|Pike County

MO|29|01270|Annapolis city|Incorporated Place|A|Iron County

MO|29|01288|Anniston town|Incorporated Place|A|Mississippi County

MO|29|01522|Appleton City city|Incorporated Place|A|St. Clair County

MO|29|01576|Arbela town|Incorporated Place|A|Scotland County

MO|29|01630|Arbyrd city|Incorporated Place|A|Dunklin County

MO|29|01648|Arcadia city|Incorporated Place|A|Iron County

MO|29|01702|Archie city|Incorporated Place|A|Cass County

MO|29|01720|Arcola village|Incorporated Place|A|Dade County

MO|29|01828|Argyle town|Incorporated Place|A|Maries County, Osage County

MO|29|01864|Arkoe town|Incorporated Place|A|Nodaway County

MO|29|01954|Armstrong city|Incorporated Place|A|Howard County

MO|29|01972|Arnold city|Incorporated Place|A|Jefferson County

MO|29|02034|Arrow Point village|Incorporated Place|A|Barry County

MO|29|02044|Arrow Rock town|Incorporated Place|A|Saline County

MO|29|02098|Asbury city|Incorporated Place|A|Jasper County

MO|29|02152|Ashburn town|Incorporated Place|I|Pike County

MO|29|02188|Ash Grove city|Incorporated Place|A|Greene County

MO|29|02242|Ashland city|Incorporated Place|A|Boone County

MO|29|02422|Atlanta city|Incorporated Place|A|Macon County

MO|29|02512|Augusta town|Incorporated Place|A|St. Charles County

MO|29|02530|Aullville village|Incorporated Place|A|Lafayette County

MO|29|02548|Aurora city|Incorporated Place|A|Lawrence County

MO|29|02638|Auxvasse city|Incorporated Place|A|Callaway County

MO|29|02674|Ava city|Incorporated Place|A|Douglas County

MO|29|02746|Avilla town|Incorporated Place|A|Jasper County

MO|29|02800|Avondale city|Incorporated Place|A|Clay County

MO|29|02962|Bagnell town|Incorporated Place|A|Miller County

MO|29|03034|Baker village|Incorporated Place|I|Stoddard County

MO|29|03052|Bakersfield village|Incorporated Place|A|Ozark County

MO|29|03124|Baldwin Park village|Incorporated Place|A|Cass County

MO|29|03160|Ballwin city|Incorporated Place|A|St. Louis County

MO|29|03322|Baring city|Incorporated Place|A|Knox County

MO|29|03340|Barnard city|Incorporated Place|A|Nodaway County

MO|29|03376|Barnett city|Incorporated Place|A|Morgan County

MO|29|03556|Bates City city|Incorporated Place|A|Lafayette County

MO|29|03592|Battlefield city|Incorporated Place|A|Greene County

MO|29|04114|Bella Villa city|Incorporated Place|A|St. Louis County

MO|29|04132|Bell City city|Incorporated Place|A|Stoddard County

MO|29|04150|Belle city|Incorporated Place|A|Maries County, Osage County

MO|29|04222|Bellefontaine Neighbors city|Incorporated Place|A|St. Louis County

MO|29|04240|Bellerive village|Incorporated Place|A|St. Louis County

MO|29|04330|Bellflower city|Incorporated Place|A|Montgomery County

MO|29|04348|Bel-Nor village|Incorporated Place|A|St. Louis County

MO|29|04366|Bel-Ridge village|Incorporated Place|A|St. Louis County

MO|29|04384|Belton city|Incorporated Place|A|Cass County

MO|29|04798|Benton city|Incorporated Place|A|Scott County

MO|29|04834|Benton City village|Incorporated Place|A|Audrain County

MO|29|04888|Berger city|Incorporated Place|A|Franklin County

MO|29|04906|Berkeley city|Incorporated Place|A|St. Louis County

MO|29|04960|Bernie city|Incorporated Place|A|Stoddard County

MO|29|04996|Bertrand city|Incorporated Place|A|Mississippi County

MO|29|05068|Bethany city|Incorporated Place|A|Harrison County

MO|29|05104|Bethel village|Incorporated Place|A|Shelby County

MO|29|05248|Beverly Hills city|Incorporated Place|A|St. Louis County

MO|29|05266|Bevier city|Incorporated Place|A|Macon County

